rho_global,regime,regime_label,horizon,sigma_weighted_member_mean,ambiguity_weighted_variance_raw,ambiguity_weighted_std_raw,mc_noise_contribution_plugin,mc_noise_contribution_worstcase_expected,ambiguity_variance_plugin_corrected,ambiguity_std_plugin_corrected,ambiguity_member_min,ambiguity_member_max,ambiguity_member_range,retained_weight_ess,n_retained_hypotheses,interpretation,sigma_m1,sigma_m2_mean,sigma_m3_B2000,sigma_whitebox,abs_error_m1,abs_error_m2,abs_error_m3_B2000
0.975,G0,R_easy,110.0,0.9784936205622558,1.5233605798112168e-05,0.003903025211052597,3.70250471716062e-05,0.0014673756194154889,0.0,0.0,0.967741935483871,1.0,0.032258064516129004,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9833333333333334,0.9784936205622564,0.96,0.040000000000000036,0.023333333333333428,0.018493620562256452
0.975,G0,R_easy,115.0,0.9799945297824691,1.5835077973940733e-05,0.003979331347593555,3.6145969083116515e-05,0.0014673756194154889,0.0,0.0,0.967741935483871,1.0,0.032258064516129004,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9855555555555556,0.97999452978247,0.965,0.03500000000000003,0.02055555555555566,0.014994529782470067
0.975,G0,R_easy,120.0,0.9789939236356603,1.4822918246338714e-05,0.003850054317323161,3.6732700229084135e-05,0.0014673756194154889,0.0,0.0,0.967741935483871,1.0,0.032258064516129004,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9833333333333334,0.978993923635661,0.965,0.03500000000000003,0.018333333333333424,0.013993923635660988
0.975,G0,R_easy,125.0,0.979495123769727,1.9639176448952732e-05,0.0044316110444118095,3.756497133002677e-05,0.0014673756194154889,0.0,0.0,0.967741935483871,1.0,0.032258064516129004,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9855555555555556,0.9794951237697276,0.96,0.040000000000000036,0.025555555555555665,0.019495123769727618
0.975,G0,R_easy,130.0,0.982498305619322,2.6434924040639115e-05,0.00514149044933851,1.992773642103196e-05,0.0014673756194154889,6.507187619607154e-06,0.0025509189755080724,0.9745547073791349,1.0,0.025445292620865145,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9833333333333334,0.9824983056193228,0.95,0.050000000000000044,0.03333333333333344,0.032498305619322876
0.975,G0,R_easy,135.0,0.982498305619322,2.6434924040639115e-05,0.00514149044933851,1.992773642103196e-05,0.0014673756194154889,6.507187619607154e-06,0.0025509189755080724,0.9745547073791349,1.0,0.025445292620865145,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9833333333333334,0.9824983056193228,0.95,0.050000000000000044,0.03333333333333344,0.032498305619322876
0.975,G0,R_easy,140.0,0.9829983077585679,2.0315433394575983e-05,0.00450726451349108,1.9195967040720662e-05,0.0014673756194154889,1.1194663538553206e-06,0.0010580483702814917,0.9770992366412212,1.0,0.022900763358778775,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9855555555555556,0.9829983077585684,0.945,0.05500000000000005,0.04055555555555568,0.037998307758568495
0.975,G0,R_easy,145.0,0.9829974164397198,1.5114361769367318e-05,0.003887719353215625,1.827277697084786e-05,0.0014673756194154889,0.0,0.0,0.979643765903308,1.0,0.02035623409669196,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9866666666666666,0.9829974164397204,0.955,0.04500000000000004,0.03166666666666662,0.027997416439720424
0.975,G0,R_easy,150.0,0.9829974164397198,1.5114361769367318e-05,0.003887719353215625,1.827277697084786e-05,0.0014673756194154889,0.0,0.0,0.979643765903308,1.0,0.02035623409669196,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9866666666666666,0.9829974164397204,0.95,0.050000000000000044,0.036666666666666625,0.03299741643972043
0.975,G0,R_easy,155.0,0.984999224859841,2.5749315807976274e-05,0.005074378366655001,1.7768281049625592e-05,0.0014673756194154889,7.981034758350681e-06,0.002825072522670999,0.9770992366412212,1.0,0.022900763358778775,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9866666666666666,0.9849992248598416,0.965,0.03500000000000003,0.021666666666666612,0.019999224859841624
0.975,G0,R_easy,160.0,0.9839995100318802,3.582423049163633e-05,0.005985334618184378,1.9277076726671205e-05,0.0014673756194154889,1.6547153764965126e-05,0.0040678192886318245,0.9745547073791349,1.0,0.025445292620865145,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9866666666666666,0.9839995100318808,0.965,0.03500000000000003,0.021666666666666612,0.01899951003188083
0.975,G0,R_easy,165.0,0.9869983535816044,9.213260596311245e-06,0.003035335335067815,1.4281674380977576e-05,0.0014673756194154889,0.0,0.0,0.9847328244274808,1.0,0.01526717557251922,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9877777777777778,0.9869983535816048,0.965,0.03500000000000003,0.022777777777777786,0.021998353581604846
0.975,G0,R_easy,170.0,0.9889986745563742,7.316691690254185e-06,0.002704938389363829,1.2150906028225332e-05,0.0014673756194154889,0.0,0.0,0.9871175523349436,1.0,0.012882447665056418,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9888888888888888,0.9889986745563748,0.965,0.03500000000000003,0.02388888888888885,0.023998674556374833
0.975,G0,R_easy,175.0,0.9889986745563742,7.316691690254185e-06,0.002704938389363829,1.2150906028225332e-05,0.0014673756194154889,0.0,0.0,0.9871175523349436,1.0,0.012882447665056418,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9888888888888888,0.9889986745563748,0.965,0.03500000000000003,0.02388888888888885,0.023998674556374833
0.975,G0,R_easy,180.0,0.989498086310931,5.096460256557706e-06,0.0022575341097218677,1.0909884016868043e-05,0.0014673756194154889,0.0,0.0,0.9887278582930756,1.0,0.011272141706924366,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.99,0.9894980863109316,0.965,0.03500000000000003,0.025000000000000022,0.024498086310931644
0.975,G0,R_easy,185.0,0.9904980963312363,5.637891644875299e-06,0.0023744244870863547,9.607134500770118e-06,0.0014673756194154889,0.0,0.0,0.9887278582930756,1.0,0.011272141706924366,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.99,0.990498096331237,0.97,0.030000000000000027,0.020000000000000018,0.020498096331237003
0.975,G0,R_easy,190.0,0.989997793257832,6.441879034138827e-06,0.0025380857026780688,9.906272313037176e-06,0.0014673756194154889,0.0,0.0,0.9887278582930756,1.0,0.011272141706924366,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.99,0.9899977932578324,0.97,0.030000000000000027,0.020000000000000018,0.019997793257832464
0.975,G0,R_easy,195.0,0.989497785376772,8.266991804624526e-06,0.0028752376953261665,1.044802049347231e-05,0.0014673756194154889,0.0,0.0,0.9871175523349436,1.0,0.012882447665056418,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9933333333333332,0.9894977853767728,0.97,0.030000000000000027,0.023333333333333206,0.019497785376772825
0.975,G0,R_easy,200.0,0.989497785376772,8.266991804624526e-06,0.0028752376953261665,1.044802049347231e-05,0.0014673756194154889,0.0,0.0,0.9871175523349436,1.0,0.012882447665056418,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9933333333333332,0.9894977853767728,0.965,0.03500000000000003,0.02833333333333321,0.02449778537677283
0.975,G0,R_easy,205.0,0.9899974923236731,1.215574923770029e-05,0.003486509606712749,9.439208728999878e-06,0.0014673756194154889,2.7165405087004117e-06,0.0016481931041902862,0.9871175523349436,1.0,0.012882447665056418,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9933333333333332,0.9899974923236736,0.97,0.030000000000000027,0.023333333333333206,0.01999749232367365
0.975,G0,R_easy,210.0,0.9914984015438865,1.1578225250766039e-05,0.0034026791283878117,8.539758031275237e-06,0.0014673756194154889,3.038467219490802e-06,0.0017431199670392172,0.9871175523349436,1.0,0.012882447665056418,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9933333333333332,0.9914984015438872,0.975,0.025000000000000022,0.0183333333333332,0.016498401543887264
0.975,G0,R_easy,215.0,0.9914984015438865,1.1578225250766039e-05,0.0034026791283878117,8.539758031275237e-06,0.0014673756194154889,3.038467219490802e-06,0.0017431199670392172,0.9871175523349436,1.0,0.012882447665056418,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9933333333333332,0.9914984015438872,0.975,0.025000000000000022,0.0183333333333332,0.016498401543887264
0.975,G0,R_easy,220.0,0.9924996038171988,1.5612607380236457e-05,0.003951279208083941,8.643007315252531e-06,0.0014673756194154889,6.969600064983926e-06,0.0026400000123075616,0.9871175523349436,1.0,0.012882447665056418,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9966666666666668,0.9924996038171996,0.98,0.020000000000000018,0.01666666666666683,0.012499603817199612
0.975,G0,R_easy,225.0,0.9919993007437943,1.2860392425010141e-05,0.003586138929964948,8.945540562392118e-06,0.0014673756194154889,3.914851862618023e-06,0.001978598459166999,0.9871175523349436,1.0,0.012882447665056418,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9966666666666668,0.9919993007437948,0.98,0.020000000000000018,0.01666666666666683,0.01199930074379485
0.975,G0,R_easy,230.0,0.9919993007437943,1.2860392425010141e-05,0.003586138929964948,8.945540562392118e-06,0.0014673756194154889,3.914851862618023e-06,0.001978598459166999,0.9871175523349436,1.0,0.012882447665056418,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9966666666666668,0.9919993007437948,0.975,0.025000000000000022,0.021666666666666834,0.016999300743794854
0.975,G0,R_easy,235.0,0.9924987124983508,8.282002378426801e-06,0.002877846830258136,7.696834777649606e-06,0.0014673756194154889,5.851676007771952e-07,0.0007649624832481624,0.9887278582930756,1.0,0.011272141706924366,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9966666666666668,0.9924987124983514,0.975,0.025000000000000022,0.021666666666666834,0.017498712498351443
0.975,G0,R_easy,240.0,0.9919987046172908,1.2608073809220266e-05,0.0035507849567694557,8.23858295808474e-06,0.0014673756194154889,4.369490851135526e-06,0.002090332713023342,0.9871175523349436,1.0,0.012882447665056418,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9966666666666668,0.9919987046172914,0.975,0.025000000000000022,0.021666666666666834,0.01699870461729147
0.975,G1,R_mid,60.0,0.8796551075511698,0.0005612320636796147,0.023690336926257816,0.00044547001788267587,0.0014673756194154889,0.00011576204579693883,0.010759277196770183,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9151851851851852,0.8796551075511705,0.83,0.17000000000000004,0.08518518518518525,0.04965510755117053
0.975,G1,R_mid,65.0,0.8808110137550121,0.0008300293998829668,0.02881023081967527,0.0004432964745783247,0.0014673756194154889,0.00038673292530464214,0.019665526316492068,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9274074074074072,0.8808110137550126,0.835,0.16500000000000004,0.09240740740740727,0.04581101375501262
0.975,G1,R_mid,70.0,0.8733100386711511,0.0008603344452771582,0.029331458287598967,0.0004498137477451275,0.0014673756194154889,0.00041052069753203066,0.020261310360685725,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.914074074074074,0.8733100386711516,0.83,0.17000000000000004,0.08407407407407408,0.043310038671151685
0.975,G1,R_mid,75.0,0.8778241631388701,0.0010018241082835997,0.03165160514545194,0.0004618049249039734,0.0014673756194154889,0.0005400191833796262,0.02323831283418885,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.934074074074074,0.8778241631388707,0.86,0.14,0.07407407407407396,0.017824163138870697
0.975,G1,R_mid,80.0,0.866822837695245,0.0009910571627722178,0.031481060381953745,0.0004710174873347519,0.0014673756194154889,0.000520039675437466,0.02280437842690447,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9207407407407407,0.8668228376952455,0.845,0.15500000000000003,0.07574074074074078,0.02182283769524551
0.975,G1,R_mid,85.0,0.8752958409446994,0.0009079749591647036,0.030132622839120785,0.0004099329479144748,0.0014673756194154889,0.0004980420112502288,0.02231685486913935,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.94,0.8752958409446998,0.86,0.14,0.07999999999999996,0.015295840944699823
0.975,G1,R_mid,90.0,0.8768108591068552,0.000958049601988896,0.030952376354472302,0.00032628741049859755,0.0014673756194154889,0.0006317621914902985,0.025134879977638615,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9466666666666668,0.8768108591068556,0.86,0.14,0.08666666666666678,0.016810859106855647
0.975,G1,R_mid,95.0,0.8708085327733769,0.000890229091653168,0.02983670711813165,0.00034597874100801166,0.0014673756194154889,0.0005442503506451564,0.02332917380974209,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9355555555555556,0.8708085327733776,0.845,0.15500000000000003,0.09055555555555561,0.02580853277337758
0.975,G1,R_mid,100.0,0.8786392593406083,0.0006173064735898895,0.024845653011943348,0.00031408265719044966,0.0014673756194154889,0.00030322381639943984,0.017413322956846573,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9433333333333336,0.8786392593406089,0.85,0.15000000000000002,0.0933333333333336,0.028639259340608958
0.975,G1,R_mid,105.0,0.8831451387899271,0.0006361251109229877,0.02522152078925828,0.00029894775168896713,0.0014673756194154889,0.00033717735923402054,0.01836238980182102,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.951111111111111,0.8831451387899276,0.86,0.14,0.09111111111111103,0.023145138789927633
0.975,G1,R_mid,110.0,0.8766597319353455,0.0006463903617635219,0.02542420818360961,0.0003318396372964174,0.0014673756194154889,0.00031455072446710445,0.017735577928759592,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9496296296296296,0.8766597319353461,0.85,0.15000000000000002,0.09962962962962962,0.026659731935346098
0.975,G1,R_mid,115.0,0.8831592267789925,0.000587081718390052,0.024229769259942448,0.0003255644967486202,0.0014673756194154889,0.00026151722164143183,0.0161714941066505,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9462962962962964,0.8831592267789932,0.86,0.14,0.08629629629629643,0.02315922677899318
0.975,G1,R_mid,120.0,0.8771554072583488,0.0005437586311464686,0.023318632703194,0.0003438338282263623,0.0014673756194154889,0.0001999248029201063,0.014139476755527635,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9418518518518518,0.8771554072583494,0.855,0.14500000000000002,0.08685185185185185,0.022155407258349413
0.975,G1,R_mid,125.0,0.8836417283990355,0.0005318621970371464,0.02306213773779756,0.0003123051859222322,0.0014673756194154889,0.00021955701111491416,0.014817456297047553,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9451851851851854,0.8836417283990363,0.87,0.13,0.07518518518518535,0.013641728399036324
0.975,G1,R_mid,130.0,0.890153099438972,0.0006580611874107661,0.02565270331584502,0.0002836396521597476,0.0014673756194154889,0.0003744215352510185,0.01934997507106969,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.95,0.8901530994389726,0.86,0.14,0.08999999999999997,0.030153099438972597
0.975,G1,R_mid,135.0,0.8836524180841325,0.0006497635032645683,0.02549045906343329,0.0002891870753850252,0.0014673756194154889,0.0003605764278795431,0.01898885009366136,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9433333333333336,0.8836524180841331,0.855,0.14500000000000002,0.0883333333333336,0.028652418084133102
0.975,G1,R_mid,140.0,0.8846399672652738,0.0005996239232755513,0.0244872195905446,0.0003100816629910824,0.0014673756194154889,0.00028954226028446884,0.0170159413575761,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9466666666666668,0.8846399672652745,0.855,0.14500000000000002,0.09166666666666679,0.029639967265274514
0.975,G1,R_mid,145.0,0.8866408843665472,0.000581513655975549,0.02411459425276629,0.00030895221501208526,0.0014673756194154889,0.00027256144096346376,0.016509434907454094,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9366666666666668,0.8866408843665479,0.85,0.15000000000000002,0.08666666666666678,0.03664088436654789
0.975,G1,R_mid,150.0,0.8801405096876808,0.0006144470787043878,0.02478804305919263,0.0003149148229989338,0.0014673756194154889,0.000299532255705454,0.017307000193720865,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9288888888888888,0.8801405096876813,0.84,0.16000000000000003,0.0888888888888888,0.04014050968768135
0.975,G1,R_mid,155.0,0.8881410205622813,0.00048022394178937923,0.021914012452980382,0.00032241280063271074,0.0014673756194154889,0.0001578111411566685,0.012562290442298668,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9292592592592592,0.888141020562282,0.855,0.14500000000000002,0.07425925925925925,0.033141020562281964
0.975,G1,R_mid,160.0,0.8836406716658403,0.0005066755922906179,0.022509455619597243,0.00032652420316528464,0.0014673756194154889,0.00018015138912533322,0.013422048618796359,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9192592592592594,0.8836406716658409,0.85,0.15000000000000002,0.06925925925925946,0.03364067166584095
0.975,G1,R_mid,165.0,0.8831423223862933,0.0005510821042403515,0.023475138002583745,0.0003134100963418558,0.0014673756194154889,0.00023767200789849574,0.015416614670494159,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.928148148148148,0.883142322386294,0.855,0.14500000000000002,0.07314814814814796,0.028142322386293994
0.975,G1,R_mid,170.0,0.8886542508233561,0.0005936945157386058,0.02436584732240202,0.00028560765360172846,0.0014673756194154889,0.0003080868621368773,0.017552403315126888,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9381481481481482,0.8886542508233568,0.855,0.14500000000000002,0.0831481481481482,0.033654250823356824
0.975,G1,R_mid,175.0,0.883151507400596,0.0006355334120005887,0.025209788019747183,0.00028855990207932625,0.0014673756194154889,0.00034697350992126243,0.018627224965658797,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.935925925925926,0.8831515074005967,0.85,0.15000000000000002,0.08592592592592607,0.03315150740059669
0.975,G1,R_mid,180.0,0.8906518978415823,0.0006152113583080794,0.02480345456399329,0.00028162751517513915,0.0014673756194154889,0.0003335838431329403,0.018264277788430077,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.932962962962963,0.8906518978415828,0.85,0.15000000000000002,0.08296296296296302,0.04065189784158285
0.975,G1,R_mid,185.0,0.8971542263143061,0.0006817413250074421,0.02611017665599837,0.00026103402917573853,0.0014673756194154889,0.00042070729583170357,0.02051115052432953,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9411111111111112,0.8971542263143066,0.85,0.15000000000000002,0.09111111111111125,0.04715422631430666
0.975,G1,R_mid,190.0,0.8891544298605776,0.000688381403564848,0.02623702352716192,0.0002692857892137509,0.0014673756194154889,0.00041909561435109715,0.020471824890592856,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9370370370370372,0.8891544298605782,0.845,0.15500000000000003,0.09203703703703725,0.04415442986057827
0.975,G1,R_mid,195.0,0.8966568981316043,0.0006201416818126542,0.02490264407272156,0.00026400839704817183,0.0014673756194154889,0.0003561332847644824,0.01887149397277498,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9370370370370372,0.8966568981316049,0.855,0.14500000000000002,0.08203703703703724,0.04165689813160489
0.975,G1,R_mid,200.0,0.8916574384147655,0.0006561492570511538,0.025615410538407418,0.00026957838575768586,0.0014673756194154889,0.0003865708712934679,0.019661405628628587,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9300000000000002,0.8916574384147662,0.85,0.15000000000000002,0.08000000000000018,0.04165743841476621
0.975,G1,R_mid,205.0,0.8976578166962007,0.000655076347124499,0.025594459305179687,0.00026418483006577836,0.0014673756194154889,0.0003908915170587207,0.019770976633912668,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9425925925925926,0.8976578166962011,0.855,0.14500000000000002,0.08759259259259267,0.04265781669620117
0.975,G1,R_mid,210.0,0.9076556851384973,0.0005520758144363917,0.02349629363189845,0.0002682565262302592,0.0014673756194154889,0.00028381928820613245,0.016846937057107218,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9470370370370368,0.907655685138498,0.84,0.16000000000000003,0.10703703703703682,0.06765568513849807
0.975,G1,R_mid,215.0,0.9041559423888651,0.0005634463827897758,0.023737025567450016,0.00027212615663845365,0.0014673756194154889,0.00029132022615132214,0.01706810552320679,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9448148148148148,0.9041559423888658,0.835,0.16500000000000004,0.10981481481481481,0.0691559423888658
0.975,G1,R_mid,220.0,0.9096582550994692,0.000592415358727643,0.02433958419381159,0.0002523040167792662,0.0014673756194154889,0.00034011134194837677,0.018442107849928023,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9507407407407408,0.9096582550994696,0.84,0.16000000000000003,0.1107407407407408,0.06965825509946966
0.975,G1,R_mid,225.0,0.9131609727398038,0.0005498369250252187,0.02344860177121908,0.0002511530925163854,0.0014673756194154889,0.0002986838325088333,0.017282471828671767,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9522222222222224,0.9131609727398045,0.83,0.17000000000000004,0.12222222222222245,0.0831609727398045
0.975,G1,R_mid,230.0,0.9061599997951885,0.0005977006295666706,0.02444791667129677,0.0002575450824911129,0.0014673756194154889,0.0003401555470755577,0.018443306294576297,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9455555555555556,0.9061599997951892,0.83,0.17000000000000004,0.11555555555555563,0.07615999979518928
0.975,G1,R_mid,235.0,0.913164118786668,0.0006445107738829571,0.02538721674156025,0.00023689443501480388,0.0014673756194154889,0.00040761633886815323,0.020189510614875072,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9496296296296296,0.9131641187866688,0.855,0.14500000000000002,0.09462962962962962,0.05816411878666883
